Name	B_lymphocyte_centroblast	H9_differentiated_mesenchymal_cell	H9_differentiated_forebrain_cell	Prostate_epithelial_cell	Fibroblast_cell	Red_blood_cell	CD4_T_lymphocyte	Dendritic_cell	Macrophage	B_lymphocyte_CD77	Dopaminergic_neuron	Embryonic_stem_cell	Corona_radiata	Myotube	Biliosphere	CD8_T_lymphocyte	Keratinocyte_epithelial_cell	Islet_beta_cell	Smooth_muscle_cell	Mesangial_cell	iPSC_cardiomyocyte	Cumulus_oophorus	H9_differentiated_midbrain_cell	CD3_T_lymphocyte	Myoblast	Mammary_epithelial_cell	Neural_stem_cell	Retinal_pigment_epithelial_cell	Colonic_epithelial_cell	Chondrocyte	Cortical_neuron	B_lymphocyte_centrocyte	Bronchial_epithelial_cell	Monocyte	Islet_alpha_cell	Melanocyte	CD14_monocyte	Osteoblast	Plasma_cell	iPSC_neuron	Astrocyte	Valve_interstitial_cell	B_lymphocyte_pregerminal_center	Endothelial_cell	B_lymphocyte_memory	Platelet	Renal_epithelial_cell	B_lymphocyte_naive
hsa-miR-4685-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-24-2-32-3p	625.6015399	4630.432459	3988.710874	14430.84324	4759.741305	227.2246848	32492.59256	30055.59537	55006.98785	7444.034059	3087.036264	2016.496177	1807.56313	2186.371333	15116.8875	9141.189612	11697.58778	11465.0226	5233.508956	3691.289406	12724.40537	1441.470844	2674.704635	5164.597393	3878.709289	9725.332012	4397.643612	8879.507631	5256.956404	3672.055427	936.1990319	853.8251366	12866.2192	3980.258941	7144.868053	7790.195165	11630.85619	3907.461391	1775.7137	21154.82395	5301.04456	19289.61079	1332.296023	8026.232438	1147.227533	6346.502742	6963.713057	1164.212119	
hsa-miR-4664-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1271-5p	108.2771896	0	2.464209223	53.84642998	3.784058624	0	27.94525334	153.4344104	13.54152618	240.522253	290.5445895	5.671996385	17.89666466	20.02904109	0	67.86588549	13.71807937	0	13.68224129	42.42861386	0	18.13170873	5.982047485	6.439647622	52.39897951	85.4598595	35.56898383	2.584937897	0	92.37875289	547.7760293	105.0861707	139.417236	19.22830406	2.963445895	445.1200702	0	62.02319668	12.41757832	11.83965735	0	146.7966912	126.4222503	12.02942835	123.3577993	1.62910129	167.8364087	51.74276086	
hsa-miR-877-3p	0	0	0	0	0	0	0	0	1.764045149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.858740097	0	0	
hsa-miR-19b-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6786-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6729-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6500-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-7107-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-129-1-37-5p	12.03079885	0	130.3461281	0	0	0	0	0	0	0	18.15903684	0	0	0	0	0	0	187.4130275	0	0	0	0	283.5713917	0	0	0	35.56898383	0	0	0	9.959564169	13.13577133	0	0	26.67101305	0	0	0	0	160.5678838	0	0	0	0	0	0	0	0	
hsa-miR-6871-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-577	240.6159769	3.518521173	0	0	2.065055103	0	0	0	0	87.77659132	0	33.79280781	0	2.497200239	752.0082316	0	15.64101698	167.9932206	0	0	0	0	0	0	0	119.6438033	0	4.811111535	513.6106831	0	19.91912834	302.1227406	0	0	705.300123	16.04846548	0	0	24.83515665	0	97.80525019	2.552379416	87.52309637	2.351130679	308.3944982	1.931406194	1736.631743	58.21060597	
hsa-miR-6824-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3617-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6827-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6757-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-518e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-137	0	26.2509672	13.74790793	0	0	0	0	0	5.701930613	0	2469.629011	4.750704541	0	0	4.511310888	0	0	14.56002805	0	0	0	0	197.3059745	0	0	17.0919719	0	16.04388356	0	0	876.4416469	0	0	0	11.85378358	0	0	0	0	1.540195475	0	0	0	7.61655549	0	0	0	0	
hsa-miR-6832-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-let-7d-5p	22196.82387	5617.023359	31.56885171	3876.942959	5608.113267	7279.441838	13494.13049	10466.23562	10970.78868	11364.42803	1943.016942	1022.18643	3412.297395	3585.49822	10823.54124	6159.427361	7148.310147	4064.431194	7920.360053	5918.791633	3348.527728	3526.617348	13.93339995	7328.318994	4359.496227	6101.833969	93.21710827	4460.924742	6631.620291	4480.369515	6931.856662	20780.79025	6034.774642	17061.91514	3105.691298	2264.342181	3084.652826	4899.832537	13721.42405	461.8500695	5535.777161	1693.516948	19770.49499	7023.458068	21970.02405	37620.96322	11496.20794	11273.45402	
hsa-miR-6818-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-500a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-516a-1-21-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548t-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3926-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6885-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-509-2-21-5p	0	6.63636149	2.569265933	17.94880999	0	0	0	0	0	0	0	0	14663.33391	0	0	0	119.9347884	0	0	0	21.6034047	18829.77952	19.70480318	19.31894287	0	0	0	29.82336826	0	0	9.959564169	0	0	0	0	5230.879994	0	0	0	11.64571995	0	0	0	0	0	0	2.764587508	0	
hsa-miR-6894-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-513b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-7515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6738-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1185-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.219335625	0	0	0	0	0	0	0	0	0	0	0	0	3.99329712	0	0	0	0	0	0	0	0	
hsa-miR-7156-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5591-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-200a-5p	0	0	0	143.59048	0	0	0	0	0	0	0	0	0	0	121.3077252	0	97.92634466	29.41876242	0	0	0	0	0	0	0	0	0	0	166.1681622	0	0	0	79.66699197	0	44.45168842	0	0	0	0	0	0	0	0	0	0	0	170.693746	0	
hsa-miR-6511a-2-21-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4768-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-135a-1-31-5p	0	25.48925715	763.3082661	125.64167	2.345267115	0	0	0	0	0	2941.763969	10.22029605	0	0	12.0375877	0	0	229.1758932	4.307888328	0	0	0	499.4012585	0	0	34.1839438	354.5002313	30.61935683	0	69.28406467	786.8055694	0	79.66699197	0	352.6500615	4.451043475	0	0	0	16826.21247	58.68315011	0	0	2.535594567	0	3.857276848	27.00981011	0	
hsa-miR-30a-5p	48.12319538	1807.413166	4527.627924	1884.625049	369.9110607	17.53437609	1.822360964	4.067573559	3.113321302	436.404293	1470.881984	1827.035207	5.965554886	75.32127388	3128.564967	5.58994123	693.3664674	165.0920066	308.6151436	466.7147524	1447.428115	9.065854366	10119.96638	12.87929524	41.00441742	1179.346061	6151.355305	1246.890344	45.31858969	69.28406467	527.856901	118.221942	1453.922604	6.409434688	20.74412126	376.1951212	0	413.4879778	86.92304827	431.6414207	1897.421854	1173.150954	58.34873092	1174.10279	0	13.91120125	7270.76276	38.80707065	
hsa-miR-1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-133a-2-32-5p	0	0	0	0	1.640519579	0	0	0	15.72118412	0	36.31807369	2.931789151	0	619.6638334	1.380020205	0	0	0	2.641954772	0	11320.18406	0	0	0	70.84973029	0	0	2.669315933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4732-3p	0	0	0	0	0	9286.47996	0	0	0	0	0	0	0	0	1.862342399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.5025963	0	0	
hsa-miR-582-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-7155-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4771-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-106b-5p	782.0019249	148.5944794	1148.451406	179.4880999	593.7133014	664.7537951	326.1878179	282.1595991	33.37364996	453.2497167	326.8626632	216.1024448	244.5877503	248.8607206	392.7312338	253.0867092	203.8499421	179.8017405	552.989161	339.4289109	108.0170235	299.1731941	1022.709267	289.784143	465.6576746	256.3795785	1336.156697	587.7465401	407.8673072	508.0831409	318.7060534	840.6893653	298.7512199	980.6435072	65.19580969	168.0083155	1736.777903	268.7671856	533.9558679	1675.02514	410.7820508	248.6973278	816.8822328	490.0463856	222.0440387	326.433705	454.5898626	413.9420869	
hsa-miR-6881-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3124-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-29c-5p	0	0	3.055389328	0	1.32173134	1.229350227	7.585508797	0	38.88007028	0	0	1.758165107	0	0	12.44170545	6.121942757	17.87882265	34.23219581	12.48184262	0	0	0	34.66114548	12.87929524	0	0	4.284950293	0	30.21239312	23.09468822	0	0	0	6.409434688	53.34202611	0	2.415546457	0	37.25273497	0	0	7.153014676	9.724788486	19.33899302	37.00733979	72.46028362	7.897716387	19.40353532	
hsa-miR-4714-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-301a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-2681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3160-1-29-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-487a-3p	12.03079885	0	66.23313628	0	0	0	0	1.206033966	2.094030777	1.865750715	0	0	0	0	1.639071694	0	0	0	0	0	0	0	2.435554219	0	0	0	71.13796766	0	0	0	0	26.27154266	0	0	5.92689179	2.801758038	0	0	12.41757832	0	0	0	9.724788486	0	12.33577993	1.424647665	0	6.467845108	
hsa-miR-378j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3118-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3150a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-520a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-135a-2-36-5p	0	25.48925715	763.3082661	125.64167	2.345267115	0	0	0	0	0	2941.763969	10.22029605	0	0	12.0375877	0	0	229.1758932	4.307888328	0	0	0	499.4012585	0	0	34.1839438	354.5002313	30.61935683	0	69.28406467	786.8055694	0	79.66699197	0	352.6500615	4.451043475	0	0	0	16826.21247	58.68315011	0	0	2.535594567	0	3.857276848	27.00981011	0	
hsa-miR-621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-181d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5692c-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-101-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4524b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3615	24.06159769	0	87.16770946	0	1.349726358	83.01507886	12.04124464	18.36553184	44.77715593	0	0	2.580318191	0	0	0	16.69593934	0	0	1.790217386	0	0	0	69.32229096	25.75859049	1.893601544	0	35.56898383	2.173665011	181.2743587	23.09468822	9.959564169	39.407314	0	12.81886938	0	0	212.5680882	0	49.6703133	89.68472549	0	0	29.17436546	0	0	15.59727967	0	38.80707065	
hsa-miR-26b-5p	17071.70356	1694.300147	6442.658818	8148.759737	9008.08813	2332.296965	6129.363007	12780.02572	5417.815854	3697.332177	6827.797854	1015.901116	10529.20437	5453.702991	12088.92595	3619.093645	5536.664655	4581.949556	10415.12948	5579.362722	3305.320919	8503.771395	9016.618774	11565.60713	8578.768221	10050.07948	6768.305706	8416.951072	6389.921146	10161.66282	3983.825668	16892.60193	8106.116433	44923.72773	11421.12048	3812.501278	8070.340713	8889.991523	20054.38899	4667.027777	4459.919408	3053.529104	17913.06039	7655.745277	18466.66255	14763.56678	7980.268863	21563.79559	
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6890-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-873-3p	0	49.35973423	499.4710537	161.5392899	0	1.476372118	1.755733238	0	0	0	2451.469974	143.0276113	310.2088541	0	6.251143708	13.97617189	9.700146949	133.785551	0	0	0	299.1731941	247.3156849	70.83612385	0	1076.79423	153.2621053	85.65238804	181.2743587	0	766.886441	0	19.91674799	0	503.7858021	727.4839854	0	0	0	71.98250675	0	0	0	0	0	0	192.9528616	0	
hsa-miR-548h-4-47-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-519b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-302a-5p	0	82037.8462	15576.04117	0	1013.737803	0	0	0	0	0	1434.563911	7502.42793	5.965554886	56.03207178	0	0	25.28447347	0	328.6125593	23717.59515	324.0510704	9.065854366	5678.952412	0	180.8021522	17.0919719	34844.74281	56.32362358	0	69.28406467	19.91912834	0	19.91674799	0	0	3.147363024	0	1922.719097	0	688.1682823	6474.707562	36.76831796	0	39.83382242	0	0	42.49709797	0	
hsa-miR-9500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5197-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-513a-1-35-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6873-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
